nid	mid	fields
1292323776561	1411519771543	薬	medicine	くすり
1292323776562	1411519771543	のど	throat	
1292323776563	1411519771543	しかめっ面	grimace	しかめっつら
1292323776564	1411519771543	切る	to hang up (a phone) [lit., to cut]	きる
1292323776565	1411519771543	尾崎歯科	Ozaki Dental Clinic	おざきしか
1292323776566	1411519771543	患者	patient	かんじゃ
1292323776567	1411519771543	歯	tooth	は
1292323776568	1411519771543	空く	to become vacant	あく
1292323776569	1411519771543	突然	suddenly	とつぜん
1292323776570	1411519771543	見える	[polite verb meaning 来る]	みえる
1292323776571	1411519771543	起きる	to get up	おきる
1292323776572	1411519771543	運がいい	lucky	うんがいい
1292323776573	1411519771543	のちほど	later [formal expression]	
1292323776574	1411519771543	故障する	to break down	こしょうする
1292323776575	1411519771543	皮肉(な)	ironic	ひにく(な)
1292323776576	1411519771543	足を折る	to break one’s leg	あしをおる
1292323776577	1411519771543	かわいそうに	I feel sorry for you. I sympathize.	
1292323776578	1411519771543	ビュービュー	[the sound of the howling wind]	
1292323776579	1411519771543	いつ頃	around when	いつごろ
1292323776580	1411519771543	一言	one word	ひとこと
1292323776581	1411519771543	主張する	to assert; to insist	しゅちょうする
1292323776582	1411519771543	先ほど	a while ago	さきほど
1292323776583	1411519771543	具合	condition	ぐあい
1292323776584	1411519771543	四六時中	all the time	しろくじちゅう
1292323776585	1411519771543	導入	introduction	どうにゅう
1292323776586	1411519771543	成功	success	せいこう
1292323776587	1411519771543	手順	procedure	てじゅん
1292323776588	1411519771543	手馴れた	familiar; well-practiced	てなれた
1292323776589	1411519771543	明	[male given name]	あきら
1292323776590	1411519771543	最初	beginning; first	さいしょ
1292323776591	1411519771543	毅然として	boldly; firmly	きぜんとして
1292323776592	1411519771543	永井	[family name]	ながい
1292323776593	1411519771543	浴びせる	to shower (someone) with (something)	あびせる
1292323776594	1411519771543	無茶(な)	unreasonable	むちゃ(な)
1292323776595	1411519771543	現在	now	げんざい
1292323776596	1411519771543	症状	symptom	しょうじょう
1292323776597	1411519771543	素人	layman	しろうと
1292323776598	1411519771543	胃	stomach	い
1292323776599	1411519771543	脱線する	to derail; to digress; to ramble	だっせんする
1292323776600	1411519771543	腹をたてる	to get angry	はらをたてる
1292323776601	1411519771543	萎縮する	to be dispirited; to feel intimidated	いしゅくする
1292323776602	1411519771543	言葉づかい	choice of words	ことばづかい
1292323776603	1411519771543	診察	examination of a patient	しんさつ
1292323776604	1411519771543	部分	part	ぶぶん
1292323776605	1411519771543	重っ苦しい	heavy; dull; leaden	おもっくるしい
1292323776606	1411519771543	雰囲気	atmosphere	ふんいき
1292323776607	1411519771543	きりきり(痛む)	to have a piercing pain [esp. in reference to a stomachache/headache]	
1292323776608	1411519771543	さて	well; now [used when switching to a new, usually more important, topic]	
1292323776609	1411519771543	しくしく(痛む)	to have a dull, persistent pain [used in reference to a toothache/stomachache]	
1292323776610	1411519771543	そのうちの	among them	
1292323776611	1411519771543	ためらう	to be hesitant	
1292323776612	1411519771543	なんとか	somehow	
1292323776613	1411519771543	のらりくらり(と)	noncommittally; evasively; in a roundabout way	
1292323776614	1411519771543	ぼそぼそと(話す)	(to speak) in a subdued tone	
1292323776615	1411519771543	ぽんぽん(言う)	(to speak) without reserve or in machine gun fashion	
1292323776616	1411519771543	やっと	at last	
1292323776617	1411519771543	帰化する	to become a naturalized citizen	きかする
1292323776618	1411519771543	愛する	to love	あいする
1292323776619	1411519771543	生活水準	standard of living	せいかつすいじゅん
1292323776620	1411519771543	給料	salary	きゅうりょう
1292323776621	1411519771543	いやなせきが出る	to have a bad cough	いやなせきがでる
1292323776622	1411519771543	下痢をする	to have diarrhea	げりをする
1292323776623	1411519771543	体温計	thermometer	たいおんけい
1292323776624	1411519771543	吐き気がする	to feel like vomiting	はきけがする
1292323776625	1411519771543	体験	personal experience	たいけん
1292323776626	1411519771543	述べる	to state	のべる
1292323776627	1411519771543	過去	past	かこ
1292323776628	1411519771543	お手洗い	bathroom [lit., place to wash one’s hands]	おてあらい
1292323776629	1411519771543	善光寺	[name of a temple]	ぜんこうじ
1292323776630	1411519771543	発音	pronunciation	はつおん
1292323776631	1411519771543	長野	[name of a prefecture]	ながの
1292323776632	1411519771543	おかしな	funny	
1292323776633	1411519771543	わけ	reason; explanation	
1292323776634	1411519771543	(～に)違いない	it must be (～)	ちがいない
1292323776635	1411519771543	(～の)手前	this side (of ～)	てまえ
1292323776636	1411519771543	暮らし	living; life style	くらし
1292323776637	1411519771543	ハリウッド	Hollywood	
1292323776638	1411519771543	よっぽど	considerably; really; to a great extent	
1292323776639	1411519771543	(～が)苦手(な)	not good/skilled (at ～)	にがて(な)
1292323776640	1411519771543	何て言っても	whatever else might be said; after all	なんていっても
1292323776641	1411519771543	助詞	particle(s)	じょし
1292323776642	1411519771543	反対	opposite	はんたい
1292323776643	1411519771543	敬語	honorific language [lit., respect language]	けいご
1292323776644	1411519771543	直す	to correct&nbsp;&nbsp;[v.t.]	なおす
1292323776645	1411519771543	練習	practice	れんしゅう
1292323776646	1411519771543	けんそんする	to be modest; to humble oneself	
1292323776647	1411519771543	さすが	as I expected	
1292323776648	1411519771543	電気器具	electrical appliance	でんききぐ
1292323776649	1411519771543	(～と)異なる	to be different (from ～) [written expression]	ことなる
1292323776650	1411519771543	(～と)矛盾する	to contradict (～)	むじゅんする
1292323776651	1411519771543	(～に)応じる	to agree to; to accept	おうじる1
1292323776652	1411519771543	(～に)決める	to decide (to ～)&nbsp;&nbsp;[v.t.]	きめる
1292323776653	1411519771543	(～を)指差す	to point (to ～)	ゆびさす
1292323776654	1411519771543	～上では	as far as ～ is concerned	～うえでは
1292323776655	1411519771543	～限り	as far as ～; as long as ～	かぎり
1292323776656	1411519771543	アメリカ合衆国	United States of America	アメリカがっしゅうこく
1292323776657	1411519771543	ある日	one day	あるひ
1292323776658	1411519771543	その頃	in those days	そのころ
1292323776659	1411519771543	一所懸命	hard	いっしょけんめい
1292323776660	1411519771543	一文	one sentence	いちぶん
1292323776661	1411519771543	一方で	on one hand or on the other hand (depending on the context)	いっぽうで
1292323776662	1411519771543	下手(な)	not good; unskilled	へた(な)
1292323776663	1411519771543	中国語	Chinese language	ちゅうごくご
1292323776664	1411519771543	中華料理	Chinese food	ちゅうかりょうり
1292323776665	1411519771543	中身	content	なかみ
1292323776666	1411519771543	主	owner	ぬし
1292323776667	1411519771543	人並み(な)	average; ordinary; like normal people	ひとなみ(な)
1292323776668	1411519771543	他の	other	たの
1292323776669	1411519771543	何倍も	many times more ～	なんばいも
1292323776670	1411519771543	例の	usual; that which was mentioned before	れいの
1292323776671	1411519771543	修身	moral education	しゅうしん
1292323776672	1411519771543	克服する	to master; to overcome	こくふくする
1292323776673	1411519771543	再び	again	ふたたび
1292323776674	1411519771543	写す	to copy&nbsp;&nbsp;[v.t.]	うつす
1292323776675	1411519771543	別荘	summer cottage	べっそう
1292323776676	1411519771543	励ます	to encourage	はげます
1292323776677	1411519771543	勧める	to urge (someone) to do (something)	すすめる
1292323776678	1411519771543	反日感情	anti-Japanese sentiment	はんにちかんじょう
1292323776679	1411519771543	台湾	Taiwan	たいわん
1292323776680	1411519771543	周囲に	around (someone)	しゅういに
1292323776681	1411519771543	唐時代	Tang dynasty	とうじだい
1292323776682	1411519771543	図書館	library	としょかん
1292323776683	1411519771543	国籍上は	with respect to nationality	こくせきじょうは
1292323776684	1411519771543	多少	a little	たしょう
1292323776685	1411519771543	大いに	much; considerably	おおいに
1292323776686	1411519771543	大した	significant; great	たいした
1292323776687	1411519771543	大半	most of	たいはん
1292323776688	1411519771543	婦人	woman	ふじん
1292323776689	1411519771543	定食	fixed-price lunch/dinner	ていしょく
1292323776690	1411519771543	小学校	elementary school	しょうがっこう
1292323776691	1411519771543	山荘	mountain cottage	さんそう
1292323776692	1411519771543	当時	in those days	とうじ
1292323776693	1411519771543	忠	[male given name]	ただし
1292323776694	1411519771543	恥ずかしい	embarrassing	はずかしい
1292323776695	1411519771543	折る	to snap	おる
1292323776696	1411519771543	招く	to invite	まねく
1292323776697	1411519771543	教科書	textbook	きょうかしょ
1292323776698	1411519771543	既に	already	すでに
1292323776699	1411519771543	日本語読本	Japanese reader	にほんごとくほん
1292323776700	1411519771543	暇(な)	free [time]	ひま(な)
1292323776701	1411519771543	李	[Chinese family name]	り
1292323776702	1411519771543	果樹園	orchard	かじゅえん
1292323776703	1411519771543	極めて	extremely [written expression]	きわめて
1292323776704	1411519771543	欲望	desire	よくぼう
1292323776705	1411519771543	正式に	formally	せいしきに
1292323776706	1411519771543	片言	broken [e.g., Japanese]	かたこと
1292323776707	1411519771543	猪股	[family name]	いのまた
1292323776708	1411519771543	理解する	to understand	りかいする
1292323776709	1411519771543	脱落する	to drop out	だつらくする
1292323776710	1411519771543	自体	itself	じたい
1292323776711	1411519771543	自習	self-study	じしゅう
1292323776712	1411519771543	見知らぬ	unfamiliar	みしらぬ
1292323776713	1411519771543	記念する	to commemorate	きねんする
1292323776714	1411519771543	詩	poem; poetry	し
1292323776715	1411519771543	読本	reader; reading book	とくほん
1292323776716	1411519771543	進歩	improvement; progress	しんぽ
1292323776717	1411519771543	道徳観	view of morality	どうとくかん
1292323776718	1411519771543	難解さ	difficulty to understand	なんかいさ
1292323776719	1411519771543	黒板	blackboard	こくばん
1292323776720	1411519771543	齢	age	とし
1292323776721	1411519771543	あきらめる	to give up	
1292323776722	1411519771543	(～に)ありつく	to come by (a meal)	
1292323776723	1411519771543	いかにも	truly	
1292323776724	1411519771543	いきなり	all of a sudden	
1292323776725	1411519771543	かえって	on the contrary	
1292323776726	1411519771543	サクランボ	cherry	
1292323776727	1411519771543	サボる	to loaf on the job; to idle away one’s time	
1292323776728	1411519771543	せいぜい	at most	
1292323776729	1411519771543	それにしても	even so	
1292323776730	1411519771543	とうとう	finally; at last	
1292323776731	1411519771543	～としては	for; considering	
1292323776732	1411519771543	ドナルド・キーン	Donald Keene	
1292323776733	1411519771543	ともども	together with; in company with	
1292323776734	1411519771543	～ながら	but; although	
1292323776735	1411519771543	ノースカロライナ	North Carolina	
1292323776736	1411519771543	のんびりした	carefree; slow-moving	
1292323776737	1411519771543	まあ	well [used when making a modest or hesitant statement]	
1292323776738	1411519771543	まず	first of all	
1292323776739	1411519771543	～ものの	although ～	
1292323776740	1411519771543	個人教授	individual instruction; private lesson	こじんきょうじゅ
1292323776741	1411519771543	封筒	envelope	ふうとう
1292323776742	1411519771543	意見	opinion	いけん
1292323776743	1411519771543	アメリカ式	American style	アメリカしき
1292323776744	1411519771543	付き合う	to keep (someone) company	つきあう
1292323776745	1411519771543	勝手なことをする	to have one’s own way; to do what one pleases	かってなことをする
1292323776746	1411519771543	夫婦	husband and wife	ふうふ
1292323776747	1411519771543	妻	wife	つま
1292323776748	1411519771543	寂しい	lonely	さびしい
1292323776749	1411519771543	平気(な)	unperturbed; calm	へいき(な)
1292323776750	1411519771543	昼間	daytime	ひるま
1292323776751	1411519771543	(～の)うち	within the domain of ～	
1292323776752	1411519771543	おとなしい	quiet; submissive	
1292323776753	1411519771543	カルチャーセンター	a kind of adult school [lit., culture center]	
1292323776754	1411519771543	～なりに	in ～’s own way	
1292323776755	1411519771543	ひどい2	unfair; cruel	
1292323776756	1411519771543	３高	3 high’s	さんこう
1292323776757	1411519771543	お弁当	lunch box	おべんとう
1292323776758	1411519771543	先輩	one’s senior (in job, school, etc.)	せんぱい
1292323776759	1411519771543	厚焼き卵	thick omelet (in Japanese style)	あつやきたまご
1292323776760	1411519771543	収入	income	しゅうにゅう
1292323776761	1411519771543	学歴	level of education	がくれき
1292323776762	1411519771543	家事	housework	かじ
1292323776763	1411519771543	山本	[family name]	やまもと
1292323776764	1411519771543	望む	to desire; to wish	のぞむ
1292323776765	1411519771543	理想	ideal	りそう
1292323776766	1411519771543	田中	[family name]	たなか
1292323776767	1411519771543	縁	fate; karma	えん
1292323776768	1411519771543	身長	height	しんちょう
1292323776769	1411519771543	うらやましい	to be envious	
1292323776770	1411519771543	もてる	to be popular (with)	
1292323776771	1411519771543	りえ	[female given name]	
1292323776772	1411519771543	お茶くみ	serving tea	おちゃくみ
1292323776773	1411519771543	一般職	clerical position	いっぱんしょく
1292323776774	1411519771543	企画	planning	きかく
1292323776775	1411519771543	入力	input	にゅうりょく
1292323776776	1411519771543	恵子	[female given name]	けいこ
1292323776777	1411519771543	悩む	to agonize	なやむ
1292323776778	1411519771543	書類	document	しょるい
1292323776779	1411519771543	森田	[family name]	もりた
1292323776780	1411519771543	機械	machine	きかい
1292323776781	1411519771543	続ける	to continue	つづける
1292323776782	1411519771543	総合職	regular position	そうごうしょく
1292323776783	1411519771543	自身	self	じしん
1292323776784	1411519771543	順番に	taking turns	じゅんばんに
1292323776785	1411519771543	くせに	although; in spite of	
1292323776786	1411519771543	コピーとり	making copies; xeroxing	
1292323776787	1411519771543	(～に)対し	in contrast; as opposed to	たいし
1292323776788	1411519771543	(１割)強	a little over ～	きょう
1292323776789	1411519771543	～率	～ rate	～りつ
1292323776790	1411519771543	上昇	to rise; to increase	じょうしょう
1292323776791	1411519771543	世代	generation	せだい
1292323776792	1411519771543	両立	to do two things concurrently	りょうりつ
1292323776793	1411519771543	介護	looking after one’s aged parent(s); care	かいご
1292323776794	1411519771543	低下する	to decline&nbsp;&nbsp;[v.i.]	ていかする
1292323776795	1411519771543	働く	to work	はたらく
1292323776796	1411519771543	前年比	compared with the previous year	ひ
1292323776797	1411519771543	割合	ratio; percentage	わりあい
1292323776798	1411519771543	労働力	labor; work force	ろうどうりょく
1292323776799	1411519771543	厚生労働省	Ministry of Health, Labor and Welfare	こうせいろうどうしょう
1292323776800	1411519771543	増加	increase	ぞうか
1292323776801	1411519771543	実情	current situation (status)	じつじょう
1292323776802	1411519771543	実際に	actually	じっさいに
1292323776803	1411519771543	層	demographic	そう
1292323776804	1411519771543	廃業	to close one’s business	はいぎょう
1292323776805	1411519771543	挙げる	to give ～ [as a reason, as an example, etc.]	あげる
1292323776806	1411519771543	支える	to support	ささえる
1292323776807	1411519771543	既婚者	married person	きこんしゃ
1292323776808	1411519771543	晩産化	＝子供を産む年齢が高くなること	ばんさんか
1292323776809	1411519771543	最も	＝いちばん	もっとも
1292323776810	1411519771543	未婚者	unmarried person	みこんしゃ
1292323776811	1411519771543	柔軟(な)	flexible	じゅうなん(な)
1292323776812	1411519771543	減	decrease	げん
1292323776813	1411519771543	白書	white paper	はくしょ
1292323776814	1411519771543	示す	to indicate	しめす
1292323776815	1411519771543	継続	continuation	けいぞく
1292323776816	1411519771543	育児	child-rearing	いくじ
1292323776817	1411519771543	課題	problem	かだい
1292323776818	1411519771543	起業する	to start a business	きぎょうする
1292323776819	1411519771543	逆に	conversely	ぎゃくに
1292323776820	1411519771543	連続	continuously	れんぞく
1292323776821	1411519771543	うかがえる	can be observed	
1292323776822	1411519771543	(～に)こぎつける	to manage to ～	
1292323776823	1411519771543	まとめる	to put together (in a report); to summarize	
1292323776824	1411519771543	(～に)合わせる	to adapt (to ～)	あわせる1
1292323776825	1411519771543	(～に)耐える	to endure (～)	たえる
1292323776826	1411519771543	(～に)賛成する	to agree (with ～)	さんせいする
1292323776827	1411519771543	(～に)適応する	to adapt (to ～)	てきおうする
1292323776828	1411519771543	～組	a group of people doing the same thing	～ぐみ
1292323776829	1411519771543	おえる	to end; to finish&nbsp;&nbsp;[v.t.]	おえる
1292323776830	1411519771543	一部の女	some women	いちぶのおんな
1292323776831	1411519771543	三重苦	triple afflictions	さんじゅうく
1292323776832	1411519771543	下積み	holding a lower position	したづみ
1292323776833	1411519771543	不公平	unfair	ふこうへい
1292323776834	1411519771543	世の中	society; world	よのなか
1292323776835	1411519771543	企業	industry; business	きぎょう
1292323776836	1411519771543	個人	individual	こじん
1292323776837	1411519771543	入籍する	to have one’s name entered into the family register	にゅうせきする
1292323776838	1411519771543	共ばたらき	husband and wife both working	ともばたらき
1292323776839	1411519771543	兼業	holding two jobs at the same time	けんぎょう
1292323776840	1411519771543	力	strength	ちから
1292323776841	1411519771543	努力	effort	どりょく
1292323776842	1411519771543	同棲	living together in a de facto relationship	どうせい
1292323776843	1411519771543	否定する	to reject	ひていする
1292323776844	1411519771543	変身する	to change oneself	へんしんする
1292323776845	1411519771543	夫	husband	おっと
1292323776846	1411519771543	専業主婦	wife who devotes herself to housework exclusively	せんぎょうしゅふ
1292323776847	1411519771543	尊敬する	to respect	そんけいする
1292323776848	1411519771543	応じる	to adapt	おうじる2
1292323776849	1411519771543	戸籍	family register	こせき
1292323776850	1411519771543	損をする	to be to one’s disadvantage	そんをする
1292323776851	1411519771543	期待する	to expect; to count on	きたいする
1292323776852	1411519771543	松田	[family name]	まつだ
1292323776853	1411519771543	生き方	way of life; life style	いきかた
1292323776854	1411519771543	産む	to give a birth	うむ
1292323776855	1411519771543	相棒	one’s partner	あいぼう
1292323776856	1411519771543	破綻する	to break up	はたんする
1292323776857	1411519771543	育てる	to raise&nbsp;&nbsp;[v.t.]	そだてる
1292323776858	1411519771543	自由	freedom	じゆう
1292323776859	1411519771543	苦しみ	suffering	くるしみ
1292323776860	1411519771543	苦労	hardship; suffering	くろう
1292323776861	1411519771543	超人ぶり	being like a superman	ちょうじんぶり
1292323776862	1411519771543	超人的に	superhumanly	ちょうじんてきに
1292323776863	1411519771543	身のまわりの世話	care in one’s home life	みのまわりのせわ
1292323776864	1411519771543	道雄	[male given name]	みちお
1292323776865	1411519771543	重荷	burden	おもに
1292323776866	1411519771543	あわせる2	to combine	
1292323776867	1411519771543	いわゆる	so-called	
1292323776868	1411519771543	カバーする	to cover up; to make up for	
1292323776869	1411519771543	ごめんだ	not acceptable	
1292323776870	1411519771543	さらに1	furthermore	
1292323776871	1411519771543	すてる	to throw (something) away; to discard	
1292323776872	1411519771543	せおう	to carry (something) on one’s back	
1292323776873	1411519771543	(～に)たいして	toward	
1292323776874	1411519771543	ディンクス	DINKs [double income no kids]	
1292323776875	1411519771543	(～と)ともに	together with ～	
1292323776876	1411519771543	とやかくいう	to say this and that; to meddle in (other’s affairs)	
1292323776877	1411519771543	とりしきる	to manage all by oneself	
1292323776878	1411519771543	(～と)ならんで	side by side (with ～)	
1292323776879	1411519771543	～ねばならない	have to	
1292323776880	1411519771543	はずす	to remove; to get rid of	
1292323776881	1411519771543	(～を…に)まかせる	to entrust (something) to (someone)	
1292323776882	1411519771543	(～に)まけない	comparable (to ～); equal (to ～) [lit., not to lose to ～]	
1292323776883	1411519771543	めざましい	spectacular; amazing	
1292323776884	1411519771543	協力する	to cooperate	きょうりょくする
1292323776885	1411519771543	小山	[family name]	こやま
1292323776886	1411519771543	都合がいい	be convenient	つごうがいい
1292323776887	1411519771543	(～を)教わる	to learn	おそわる
1292323776888	1411519771543	(～を)重んじる	to value ～; to give importance to ～	おもんじる
1292323776889	1411519771543	どっちかと言うと	if I have to choose one over the other	どっちかというと
1292323776890	1411519771543	働きかける	to approach (someone)	はたらきかける
1292323776891	1411519771543	出る杭は打たれる	Stand out from the crowd and you just invite trouble for yourself.	でるくいはうたれる
1292323776892	1411519771543	好む	to like; to prefer	このむ
1292323776893	1411519771543	妥協する	to compromise	だきょうする
1292323776894	1411519771543	対立	opposition; confrontation	たいりつ
1292323776895	1411519771543	居心地がいい	to be comfortable	いごこちがいい
1292323776896	1411519771543	気配り	consideration (for ～)	きくばり
1292323776897	1411519771543	社会人	a working, full-fledged member of society	しゃかいじん
1292323776898	1411519771543	面	aspect	めん
1292323776899	1411519771543	高木	[family name]	たかぎ
1292323776900	1411519771543	たまる	to accumulate&nbsp;&nbsp;[v.i.]	
1292323776901	1411519771543	ていうか	or rather	
1292323776902	1411519771543	フラストレーション	frustration	
1292323776903	1411519771543	まり子	[female given name]	まりこ
1292323776904	1411519771543	入れ替える	to change	いれかえる
1292323776905	1411519771543	印象に残る	～ left an impression on (me)&nbsp;&nbsp;[v.i.]	いんしょうにのこる
1292323776906	1411519771543	周り	around (someone)	まわり
1292323776907	1411519771543	大事にする	to take a good care of ～	だいじにする
1292323776908	1411519771543	小田	[family name]	おだ
1292323776909	1411519771543	技術	technology	ぎじゅつ
1292323776910	1411519771543	敏感(な)	sensitive; susceptible	びんかん(な)
1292323776911	1411519771543	新発売	new product on the market	しんはつばい
1292323776912	1411519771543	新製品	new product	しんせいひん
1292323776913	1411519771543	流行る	to be popular&nbsp;&nbsp;[v.i]	はやる
1292323776914	1411519771543	海外	abroad	かいがい
1292323776915	1411519771543	飛びつく	to jump at	とびつく
1292323776916	1411519771543	飽きる	to get bored	あきる
1292323776917	1411519771543	回転ずし	a self-service style sushi restaurant	かいてんずし
1292323776918	1411519771543	巻きずし	rolled sushi	まきずし
1292323776919	1411519771543	脂	fat	あぶら
1292323776920	1411519771543	アボカド	avocado	
1292323776921	1411519771543	ツナサラダ	tuna salad	
1292323776922	1411519771543	まぐろ	tuna	
1292323776923	1411519771543	(～と)同様	just like ～	どうよう
1292323776924	1411519771543	(～に…を)叩き込む	to hammer ... into ～’s head	たたきこむ
1292323776925	1411519771543	(～に)登場する	to appear (on TV, etc.)&nbsp;&nbsp;[v.i.]	とうじょうする
1292323776926	1411519771543	～通り	just as ～	とおり
1292323776927	1411519771543	～達	plural form	～たち
1292323776928	1411519771543	GNP	gross national product	ジーエヌピー
1292323776929	1411519771543	こんな風に	in this way	こんなふうに
1292323776930	1411519771543	それ相応に	in its own way	そうおうに
1292323776931	1411519771543	上げる	to raise&nbsp;&nbsp;[v.t.]	あげる
1292323776932	1411519771543	中央公論	[name of a journal]	ちゅうおうこうろん
1292323776933	1411519771543	仲直りする	to make it up with; to reconcile	なかなおりする
1292323776934	1411519771543	伸ばす	to cultivate; to develop (one’s skill, etc.)&nbsp;&nbsp;[v.t.]	のばす
1292323776935	1411519771543	何気なく	without much thought	なにげなく
1292323776936	1411519771543	使いよう	＝使い方	つかいよう
1292323776937	1411519771543	価値基準	standard of value	かちきじゅん
1292323776938	1411519771543	価値観	one’s sense of value	かちかん
1292323776939	1411519771543	分析	analysis	ぶんせき
1292323776940	1411519771543	分野	field	ぶんや
1292323776941	1411519771543	判断する	to judge	はんだんする
1292323776942	1411519771543	単に～ではない	not merely; not simply	たんに～ではない
1292323776943	1411519771543	原題	original title	げんだい
1292323776944	1411519771543	及ぼす	to exert [influence]&nbsp;&nbsp;[v.t.]	およぼす
1292323776945	1411519771543	収める	to put away (to include)&nbsp;&nbsp;[v.t.]	おさめる
1292323776946	1411519771543	取り入れる	to adopt&nbsp;&nbsp;[v.t.]	とりいれる
1292323776947	1411519771543	受け手	receiver	うけて
1292323776948	1411519771543	吸収する	to absorb	きゅうしゅうする
1292323776949	1411519771543	国力	nation’s power	こくりょく
1292323776950	1411519771543	変形する	to transform	へんけいする
1292323776951	1411519771543	大衆	the general public	たいしゅう
1292323776952	1411519771543	奴	a chap; a guy	やつ
1292323776953	1411519771543	好み	liking; taste	このみ
1292323776954	1411519771543	媒体	medium	ばいたい
1292323776955	1411519771543	実に	really; truly	じつに
1292323776956	1411519771543	幅広い	wide	はばひろい
1292323776957	1411519771543	延長線上	extension	えんちょうせんじょう
1292323776958	1411519771543	建築家	architect	けんちくか
1292323776959	1411519771543	徐々に	gradually	じょじょに
1292323776960	1411519771543	得意(な)	to be good at	とくい(な)
1292323776961	1411519771543	必死に	desperately	ひっしに
1292323776962	1411519771543	戦略的に	strategically	せんりゃくてきに
1292323776963	1411519771543	指摘する	to point out	してきする
1292323776964	1411519771543	提案する	to suggest; to propose (a plan)	ていあんする
1292323776965	1411519771543	文脈	context	ぶんみゃく
1292323776966	1411519771543	日常会話	everyday conversation	にちじょうかいわ
1292323776967	1411519771543	日本製	Japanese made; made in Japan	にほんせい
1292323776968	1411519771543	模倣する	to imitate	もほうする
1292323776969	1411519771543	深く	deeply	ふかく
1292323776970	1411519771543	無頓着	to be indifferent	むとんちゃく
1292323776971	1411519771543	特集	special issue	とくしゅう
1292323776972	1411519771543	状況	condition; circumstance	じょうきょう
1292323776973	1411519771543	現在の	current	げんざいの
1292323776974	1411519771543	理論	theory	りろん
1292323776975	1411519771543	真似する	to imitate	まねする
1292323776976	1411519771543	立国論	theory of nation building	りっこくろん
1292323776977	1411519771543	粋(な)	stylish; chic	いき(な)
1292323776978	1411519771543	耳にする	＝聞く	みみにする
1292323776979	1411519771543	自覚する	to realize&nbsp;&nbsp;[v.t.]	じかくする
1292323776980	1411519771543	著者	author	ちょしゃ
1292323776981	1411519771543	裕子	[female given name]	ゆうこ
1292323776982	1411519771543	要は	in a word; in short	ようは
1292323776983	1411519771543	言い回し	expression	いいまわし
1292323776984	1411519771543	認知する	to acknowledge	にんちする
1292323776985	1411519771543	認知度	level of name recognition	にんちど
1292323776986	1411519771543	認識する	to recognize	にんしきする
1292323776987	1411519771543	語句	words and phrases	ごく
1292323776988	1411519771543	説く	to explain&nbsp;&nbsp;[v.t.]	とく
1292323776989	1411519771543	超大国	super power	ちょうたいこく
1292323776990	1411519771543	辞書	dictionary	じしょ
1292323776991	1411519771543	闊歩する	to stride; to swagger about	かっぽする
1292323776992	1411519771543	電子機器	electronic instrument; gadgets	でんしきき
1292323776993	1411519771543	頻繁に	frequently; often	ひんぱんに
1292323776994	1411519771543	デザイナー	fashion designer	
1292323776995	1411519771543	パワー	power	
1292323776996	1411519771543	もてはやす	to praise; to make much of&nbsp;&nbsp;[v.t.]	
1292323776997	1411519771543	もめる	to have a dispute [quarrel] with	
1292323776998	1411519771543	やたら(に)	excessively; indiscriminately	
1292323776999	1411519771543	(～に)わたり	＝～の間	
1292323777000	1411519771543	(～から)外れる	to be out of	はずれる
1292323777001	1411519771543	～の余地がない	there is no room for ～	よち
1292323777002	1411519771543	不満	discontent	ふまん
1292323777003	1411519771543	人材	person of talent	じんざい
1292323777004	1411519771543	余裕	room; space	よゆう
1292323777005	1411519771543	優秀(な)	excellent; talented	ゆうしゅう(な)
1292323777006	1411519771543	冷房	air conditioning	れいぼう
1292323777007	1411519771543	冷酷(な)	cruel; heartless	れいこく(な)
1292323777008	1411519771543	判断を下す	to make a judgment	はんだんをくだす
1292323777009	1411519771543	利く	to work effectively	きく
1292323777010	1411519771543	印象	impression	いんしょう
1292323777011	1411519771543	厳格に	strictly	げんかくに
1292323777012	1411519771543	反論	objection; counterargument	はんろん
1292323777013	1411519771543	可能	possibility	かのう
1292323777014	1411519771543	守る	to observe; to keep (rules)	まもる
1292323777015	1411519771543	就職活動	job hunting	しゅうしょくかつどう
1292323777016	1411519771543	常識	common sense	じょうしき
1292323777017	1411519771543	広がる	spread out&nbsp;&nbsp;[v.i.]	ひろがる
1292323777018	1411519771543	快感	pleasant feeling (sensation)	かいかん
1292323777019	1411519771543	意識	consciousness; awareness	いしき
1292323777020	1411519771543	感動を覚える	to feel impressed	かんどうをおぼえる
1292323777021	1411519771543	掛ける	to put ～ on	かける
1292323777022	1411519771543	新卒者	＝卒業したばかりの人	しんそつしゃ
1292323777023	1411519771543	暖房	heating	だんぼう
1292323777024	1411519771543	材料	materials; ingredients	ざいりょう
1292323777025	1411519771543	正反対	complete opposite	せいはんたい
1292323777026	1411519771543	正当(な)	proper; reasonable; just	せいとう(な)
1292323777027	1411519771543	毛布	blanket	もうふ
1292323777028	1411519771543	汚い	dirty	きたない
1292323777029	1411519771543	消す	to turn off&nbsp;&nbsp;[v.t.]	けす
1292323777030	1411519771543	滑稽(な)	funny; comical	こっけい(な)
1292323777031	1411519771543	発展	development	はってん
1292323777032	1411519771543	確信する	to believe firmly	かくしんする
1292323777033	1411519771543	精神的に	psychologically	せいしんてきに
1292323777034	1411519771543	縛る	to tie (someone) up	しばる
1292323777035	1411519771543	職につく	＝就職する	しょくにつく
1292323777036	1411519771543	肌寒い	chilly	はだざむい
1292323777037	1411519771543	視野	perspective	しや
